enterprise_nbr, naics_id_primary, naics_name_primary, naics_id_list, naics_name_list
115295,812990,All Other Personal Services,|812990|221121|221122|237210|531110|221210|531312|531210|531320|531390|221119|813990|926130|531311|,"|All Other Personal Services|Electric Bulk Power Transmission and Control|Electric Power Distribution|Land Subdivision|Lessors of Residential Buildings and Dwellings|Natural Gas Distribution|Nonresidential Property Managers|Offices of Real Estate Agents and Brokers|Offices of Real Estate Appraisers|Other Activities Related to Real Estate|Other Electric Power Generation|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Regulation and Administration of Communications, Electric, Gas, and Other Utilities|Residential Property Managers|"
505033,339911,Jewelry (except Costume) Manufacturing,|339911|448310|334518|,"|Jewelry (except Costume) Manufacturing|Jewelry Stores|Watch, Clock, and Part Manufacturing|"
505034,339911,Jewelry (except Costume) Manufacturing,|339911|448310|334518|,"|Jewelry (except Costume) Manufacturing|Jewelry Stores|Watch, Clock, and Part Manufacturing|"
503236,339111,Laboratory Apparatus and Furniture Manufacturing,|339111|,|Laboratory Apparatus and Furniture Manufacturing|
502028,488210,Support Activities for Rail Transportation,|488999|488310|488210|,|All Other Support Activities for Transportation|Port and Harbor Operations|Support Activities for Rail Transportation|
69790,314110,Carpet and Rug Mills,|314110|322221|322214|322130|326112|,"|Carpet and Rug Mills|Coated and Laminated Packaging Paper and Plastics Film Manufacturing|Fiber Can, Tube, Drum, and Similar Products Manufacturing|Paperboard Mills|Unsupported Plastics Packaging Film and Sheet Manufacturing|"
508792,722110,Full-Service Restaurants,|722211|722110|,|Fast Food Restaurants|Full-Service Restaurants|
357363,611710,Educational Support Services,|541512|561492|518210|561410|611710|541519|541618|,"|Computer Systems Design Services|Court Reporting and Stenotype Services|Data Processing, Hosting, and Related Services|Document Preparation Services|Educational Support Services|Other Computer Related Services|Other Management Consulting Services|"
60338,221119,Other Electric Power Generation,|221121|221122|221210|551112|221119|486210|,|Electric Bulk Power Transmission and Control|Electric Power Distribution|Natural Gas Distribution|Offices of Other Holding Companies|Other Electric Power Generation|Pipeline Transportation of Natural Gas|
325462,334113,Computer Terminal Manufacturing,|334113|,|Computer Terminal Manufacturing|
507251,551112,Offices of Other Holding Companies,|111421|551112|113110|,|Nursery and Tree Production|Offices of Other Holding Companies|Timber Tract Operations|
498101,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
498389,711190,Other Performing Arts Companies,|711190|,|Other Performing Arts Companies|
151626,325412,Pharmaceutical Preparation Manufacturing,|311423|311823|311411|212393|325320|325412|325611|325620|,"|Dried and Dehydrated Food Manufacturing|Dry Pasta Manufacturing|Frozen Fruit, Juice, and Vegetable Manufacturing|Other Chemical and Fertilizer Mineral Mining|Pesticide and Other Agricultural Chemical Manufacturing|Pharmaceutical Preparation Manufacturing|Soap and Other Detergent Manufacturing|Toilet Preparation Manufacturing|"
498348,511110,Newspaper Publishers,|511110|511120|,|Newspaper Publishers|Periodical Publishers|
499059,511130,Book Publishers,|511130|,|Book Publishers|
500260,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",|333923|,"|Overhead Traveling Crane, Hoist, and Monorail System Manufacturing|"
334837,522110,Commercial Banking,|522110|522310|,|Commercial Banking|Mortgage and Nonmortgage Loan Brokers|
502382,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,|424820|,|Wine and Distilled Alcoholic Beverage Merchant Wholesalers|
489112,541330,Engineering Services,|541330|,|Engineering Services|
513880,541910,Marketing Research and Public Opinion Polling,|541910|,|Marketing Research and Public Opinion Polling|
509359,813910,Business Associations,|488999|561599|813910|813410|813990|813319|,"|All Other Support Activities for Transportation|All Other Travel Arrangement and Reservation Services|Business Associations|Civic and Social Organizations|Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Other Social Advocacy Organizations|"
510092,813311,Human Rights Organizations,|813311|813319|,|Human Rights Organizations|Other Social Advocacy Organizations|
97481,445110,Supermarkets and Other Grocery (except Convenience) Stores,|445110|,|Supermarkets and Other Grocery (except Convenience) Stores|
525626,323115,Digital Printing,|323112|323111|323113|323115|323119|323114|,|Commercial Flexographic Printing|Commercial Gravure Printing|Commercial Screen Printing|Digital Printing|Other Commercial Printing|Quick Printing|
526695,312120,Breweries,|312120|722110|311942|,|Breweries|Full-Service Restaurants|Spice and Extract Manufacturing|
531386,517212,Cellular & Other Wireless Telecommunications ,|336399|517212|336312|336211|336340|336350|336322|517211|561621|517310|,|All Other Motor Vehicle Parts Manufacturing|Cellular & Other Wireless Telecommunications|Gasoline Engine and Engine Parts Manufacturing|Motor Vehicle Body Manufacturing|Motor Vehicle Brake System Manufacturing|Motor Vehicle Transmission and Power Train Parts Manufacturing|Other Motor Vehicle Electrical and Electronic Equipment Manufacturing|Paging|Security Systems Services (except Locksmiths)|Telecommunications Resellers|
524485,512110,Motion Picture and Video Production,|512110|,|Motion Picture and Video Production|
557497,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
556473,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
556555,339111,Laboratory Apparatus and Furniture Manufacturing,|339111|,|Laboratory Apparatus and Furniture Manufacturing|
481970,519130,Internet Publishing and Broadcasting and Web Search Portals,|511199|541511|516110|519130|511210|,|All Other Publishers|Custom Computer Programming Services|Internet Publishing and Broadcasting|Internet Publishing and Broadcasting and Web Search Portals|Software Publishers|
573567,551111,Offices of Bank Holding Companies,|522110|551111|,|Commercial Banking|Offices of Bank Holding Companies|
583538,481111,Scheduled Passenger Air Transportation,|481111|,|Scheduled Passenger Air Transportation|
579539,326199,All Other Plastics Product Manufacturing,|325199|325998|326199|325510|326122|326121|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|All Other Plastics Product Manufacturing|Paint and Coating Manufacturing|Plastics Pipe and Pipe Fitting Manufacturing|Unsupported Plastics Profile Shape Manufacturing|
579825,511140,Database and Directory Publishers,|511199|511130|511140|,|All Other Publishers|Book Publishers|Database and Directory Publishers|
619113,339111,Laboratory Apparatus and Furniture Manufacturing,|339111|,|Laboratory Apparatus and Furniture Manufacturing|
658226,522120,Savings Institutions,|551111|522120|,|Offices of Bank Holding Companies|Savings Institutions|
646796,332919,Other Metal Valve and Pipe Fitting Manufacturing,|332919|,|Other Metal Valve and Pipe Fitting Manufacturing|
699784,511140,Database and Directory Publishers,|511199|511130|443120|511140|,|All Other Publishers|Book Publishers|Computer and Software Stores|Database and Directory Publishers|
1123198,722211,Fast Food Restaurants,|722211|,|Fast Food Restaurants|
1194405,326199,All Other Plastics Product Manufacturing,|326199|326122|326121|,|All Other Plastics Product Manufacturing|Plastics Pipe and Pipe Fitting Manufacturing|Unsupported Plastics Profile Shape Manufacturing|
1194738,722110,Full-Service Restaurants,|311812|722110|,|Commercial Bakeries|Full-Service Restaurants|
1319776,722213,Snack and Nonalcoholic Beverage Bars,|722213|,|Snack and Nonalcoholic Beverage Bars|
299872,525930,Real Estate Investment Trusts,|525930|,|Real Estate Investment Trusts|
39372,334517,Irradiation Apparatus Manufacturing,|334510|334517|339111|,|Electromedical and Electrotherapeutic Apparatus Manufacturing|Irradiation Apparatus Manufacturing|Laboratory Apparatus and Furniture Manufacturing|
31037,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325998|339942|339941|,|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Lead Pencil and Art Good Manufacturing|Pen and Mechanical Pencil Manufacturing|
1357139,334518,"Watch, Clock, and Part Manufacturing",|334518|,"|Watch, Clock, and Part Manufacturing|"
1364981,722110,Full-Service Restaurants,|722110|,|Full-Service Restaurants|
1379751,511140,Database and Directory Publishers,|511199|511130|511140|511120|,|All Other Publishers|Book Publishers|Database and Directory Publishers|Periodical Publishers|
1359998,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing,|325199|325998|424690|325510|,|All Other Basic Organic Chemical Manufacturing|All Other Miscellaneous Chemical Product and Preparation Manufacturing|Other Chemical and Allied Products Merchant Wholesalers|Paint and Coating Manufacturing|
1376001,325412,Pharmaceutical Preparation Manufacturing,|325412|,|Pharmaceutical Preparation Manufacturing|
1370294,488390,Other Support Activities for Water Transportation,|811310|811219|811490|561790|488390|444210|,|Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance|Other Electronic and Precision Equipment Repair and Maintenance|Other Personal and Household Goods Repair and Maintenance|Other Services to Buildings and Dwellings|Other Support Activities for Water Transportation|Outdoor Power Equipment Stores|
64929,337125,Household Furniture (except Wood and Metal) Manufacturing,|337125|,|Household Furniture (except Wood and Metal) Manufacturing|
288949,451110,Sporting Goods Stores,|448150|315223|315222|448190|451110|315233|,"|Clothing Accessories Stores|Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing|Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing|Other Clothing Stores|Sporting Goods Stores|Women's and Girls' Cut and Sew Dress Manufacturing|"
1370927,611620,Sports and Recreation Instruction,|713990|611620|,|All Other Amusement and Recreation Industries|Sports and Recreation Instruction|
1387763,325182,Carbon Black Manufacturing,|325182|424690|,|Carbon Black Manufacturing|Other Chemical and Allied Products Merchant Wholesalers|
50544,337121,Upholstered Household Furniture Manufacturing,|442110|337121|,|Furniture Stores|Upholstered Household Furniture Manufacturing|
300421,334413,Semiconductor and Related Device Manufacturing,|334310|334419|334418|334220|334413|,|Audio and Video Equipment Manufacturing|Other Electronic Component Manufacturing|Printed Circuit Assembly (Electronic Assembly) Manufacturing|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|Semiconductor and Related Device Manufacturing|
106672,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,|333999|314999|333414|339111|334519|334514|334518|,"|All Other Miscellaneous General Purpose Machinery Manufacturing|All Other Miscellaneous Textile Product Mills|Heating Equipment (except Warm Air Furnaces) Manufacturing|Laboratory Apparatus and Furniture Manufacturing|Other Measuring and Controlling Device Manufacturing|Totalizing Fluid Meter and Counting Device Manufacturing|Watch, Clock, and Part Manufacturing|"
92002,332919,Other Metal Valve and Pipe Fitting Manufacturing,|332999|332510|332439|332919|332117|337215|,"|All Other Miscellaneous Fabricated Metal Product Manufacturing|Hardware Manufacturing|Other Metal Container Manufacturing|Other Metal Valve and Pipe Fitting Manufacturing|Powder Metallurgy Part Manufacturing|Showcase, Partition, Shelving, and Locker Manufacturing|"
1445473,334611,Software Reproducing,|443120|511210|334611|,|Computer and Software Stores|Software Publishers|Software Reproducing|
